"","Age","Marital_Status","Dependents","Education_Level","Employment_Type","Years_Employed","Housing_Status","Annual_Income","Credit_History_Length","Debt_to_Income_Ratio","Loan_Amount","Loan_Term","Interest_Rate","Purpose","Credit_Score","Credit_Utilization","Num_Past_Due_Payments","Num_Credit_Cards","Has_Mortgage","Savings_Account_Balance","Checking_Account_Balance","Past_Default","Co_Signer","Loan_Default"
"785",46,"Married",1,"Master","Self_Employed",25,"Own",141519,27,0.566,62252,72,13.28,"Home_Improvement",850,0.41,0,6,"Yes",56405,6247,"No","No","No"
"786",32,"Single",0,"Master","Salaried",14,"Rent",108953,14,0.551,31032,36,9.67,"Home_Improvement",850,0.233,0,10,"Yes",19138,1775,"No","Yes","No"
"787",31,"Single",0,"Bachelor","Salaried",7,"Own",82007,11,0.477,20442,36,10.94,"Home_Improvement",757,0.748,0,6,"Yes",2522,5517,"No","No","No"
"788",39,"Married",1,"Bachelor","Unemployed",1,"Own",44104,5,0.37,29318,72,14.07,"Auto",715,0.651,1,3,"No",1086,1993,"No","No","No"
"789",35,"Single",0,"Bachelor","Self_Employed",15,"Mortgage",94238,17,0.668,30193,36,10.47,"Debt_Consolidation",739,0.505,0,7,"Yes",472,7196,"No","No","Yes"
"790",57,"Single",0,"HighSchool","Salaried",36,"Mortgage",76647,39,0.95,39877,18,11.74,"Medical",793,0.719,0,7,"Yes",28112,10316,"No","Yes","Yes"
"791",41,"Widowed",1,"Bachelor","Salaried",22,"Own",70585,23,0.152,23355,48,10.6,"Auto",813,0.353,0,5,"No",22269,8605,"No","No","Yes"
"792",40,"Divorced",0,"Bachelor","Retired",0,"Mortgage",37834,6,0.429,30173,36,10.45,"Home_Improvement",798,0.072,0,4,"No",10608,1536,"No","Yes","No"
"793",47,"Married",1,"Bachelor","Salaried",27,"Own",200292,29,0.182,99920,60,11.64,"Debt_Consolidation",850,0.282,0,6,"No",253072,23451,"No","No","No"
"794",37,"Single",1,"HighSchool","Salaried",14,"Mortgage",94036,19,0.306,44708,48,9.96,"Debt_Consolidation",836,0.191,0,7,"No",5836,3053,"No","No","No"
"795",38,"Married",2,"Master","Salaried",20,"Own",116826,20,0.593,41789,12,11.29,"Credit_Card",754,0.481,0,5,"No",9684,6455,"No","Yes","No"
"796",27,"Single",0,"Other","Unemployed",0,"Rent",24471,5,0.26,4841,36,13.52,"Vacation",641,0.551,1,2,"No",178,1271,"No","No","No"
"797",21,"Single",0,"Other","Salaried",0,"Rent",55159,3,0.364,41278,36,8.84,"Education",742,0.549,0,2,"No",2250,4774,"No","No","No"
"798",26,"Married",1,"HighSchool","Self_Employed",3,"Rent",57246,8,0.722,37449,36,13.22,"Business",691,0.727,0,8,"Yes",426,7217,"No","No","Yes"
"799",39,"Divorced",2,"Bachelor","Salaried",18,"Mortgage",81652,21,0.376,22141,48,9.27,"Debt_Consolidation",799,0.219,0,6,"Yes",3584,2384,"No","No","No"
"800",28,"Divorced",3,"HighSchool","Self_Employed",9,"Own",61271,10,0.338,20911,18,9.4,"Debt_Consolidation",758,0.49,1,2,"No",5836,1202,"No","No","No"
"801",45,"Divorced",0,"Master","Salaried",27,"Mortgage",128749,27,0.681,135984,60,13.42,"Business",850,0.233,0,5,"Yes",85302,7350,"No","No","No"
"802",45,"Single",0,"HighSchool","Unemployed",1,"Mortgage",13999,5,0.268,4214,18,10.6,"Home_Improvement",687,0.257,2,1,"No",179,1682,"No","No","No"
"803",40,"Married",5,"Bachelor","Salaried",21,"Own",157569,22,0.95,47682,24,10.38,"Home_Improvement",843,0.609,0,15,"Yes",12133,10000,"No","No","No"
"804",36,"Single",1,"PhD","Salaried",15,"Mortgage",92516,18,0.582,29451,60,12.32,"Home_Improvement",810,0.742,0,7,"Yes",7336,4221,"No","No","No"
"805",24,"Married",1,"Master","Salaried",5,"Own",64135,6,0.189,17130,48,12.32,"Medical",717,0.264,1,7,"No",441,6456,"No","No","No"
"806",35,"Single",1,"Bachelor","Self_Employed",14,"Rent",84757,17,0.241,41157,60,14.01,"Medical",744,0.089,0,4,"No",1539,5227,"No","No","No"
"807",33,"Separated",1,"HighSchool","Salaried",12,"Own",121091,15,0.384,32347,18,9.21,"Credit_Card",845,0.215,0,9,"No",8383,6990,"No","No","No"
"808",45,"Single",0,"Bachelor","Salaried",21,"Mortgage",95573,24,0.359,25018,36,10.87,"Debt_Consolidation",850,0.302,0,11,"Yes",24084,5865,"No","No","No"
"809",51,"Divorced",1,"HighSchool","Salaried",31,"Own",120755,33,0.559,18118,36,10.48,"Debt_Consolidation",850,0.185,0,3,"Yes",1242,11675,"No","Yes","No"
"810",43,"Married",1,"Master","Salaried",24,"Mortgage",118584,25,0.95,62378,12,9.95,"Debt_Consolidation",787,0.562,0,10,"Yes",501,2424,"No","No","Yes"
"811",27,"Single",1,"Master","Salaried",8,"Own",104089,9,0.207,27126,48,11.39,"Medical",817,0.116,0,9,"No",1405,6584,"No","No","No"
"812",55,"Married",0,"HighSchool","Salaried",34,"Own",99755,37,0.513,63479,36,10.13,"Auto",850,0.312,0,4,"Yes",6964,4400,"No","No","No"
"813",48,"Separated",1,"PhD","Self_Employed",29,"Own",128474,30,0.589,61379,24,9.22,"Education",809,0.36,0,6,"Yes",6530,9741,"No","No","No"
"814",40,"Married",0,"Bachelor","Self_Employed",18,"Own",69935,20,0.533,42553,36,10.89,"Auto",803,0.205,1,11,"No",10233,2221,"No","No","No"
"815",21,"Single",0,"PhD","Student",1,"Own",29443,3,0.212,13299,60,14.33,"Debt_Consolidation",642,0.409,0,3,"No",1629,9763,"No","Yes","No"
"816",28,"Single",0,"Other","Self_Employed",10,"Own",34700,10,0.95,11958,12,11.56,"Home_Improvement",720,0.518,0,2,"No",305,2673,"No","No","No"
"817",37,"Married",0,"HighSchool","Salaried",18,"Mortgage",86639,19,0.339,10906,12,9.65,"Personal",829,0.351,0,1,"No",1685,9431,"No","Yes","No"
"818",46,"Married",0,"HighSchool","Self_Employed",26,"Mortgage",167494,28,0.374,42687,48,9.89,"Debt_Consolidation",800,0.231,0,10,"No",110297,6280,"No","No","No"
"819",26,"Single",0,"Master","Salaried",1,"Rent",56320,4,0.516,26055,48,10.87,"Education",781,0.527,0,3,"No",5408,2540,"No","Yes","No"
"820",70,"Single",1,"HighSchool","Retired",5,"Rent",31045,12,0.565,10075,36,10.24,"Debt_Consolidation",804,0.15,1,2,"Yes",4606,3560,"No","No","No"
"821",21,"Single",1,"Bachelor","Salaried",2,"Rent",61888,3,0.235,16185,24,12.36,"Personal",665,0.833,1,4,"No",12790,5652,"No","No","No"
"822",36,"Married",1,"HighSchool","Salaried",14,"Mortgage",63144,18,0.582,12910,48,11.06,"Personal",748,0.824,0,2,"Yes",5411,22527,"No","No","No"
"823",35,"Married",2,"HighSchool","Salaried",16,"Mortgage",109447,17,0.547,33181,60,9.94,"Auto",789,0.504,0,2,"Yes",10350,8922,"No","No","No"
"824",31,"Divorced",0,"Bachelor","Salaried",12,"Own",203383,13,0.748,42808,60,12.56,"Medical",844,0.405,0,8,"Yes",105046,12204,"No","No","No"
"825",35,"Married",4,"Master","Self_Employed",17,"Own",168284,17,0.8,40011,24,10.03,"Home_Improvement",842,0.112,0,8,"Yes",55869,14735,"No","No","No"
"826",45,"Married",1,"Bachelor","Self_Employed",24,"Mortgage",98820,27,0.58,41330,60,12.34,"Debt_Consolidation",807,0.855,0,9,"Yes",6224,4659,"No","No","No"
"827",29,"Married",3,"HighSchool","Self_Employed",7,"Rent",87604,11,0.553,25934,48,12.45,"Business",755,0.9,0,4,"Yes",31001,3245,"No","No","Yes"
"828",21,"Married",2,"Master","Unemployed",2,"Mortgage",62270,3,0.95,52755,12,14.52,"Home_Improvement",566,0.527,1,2,"No",383,2213,"No","Yes","Yes"
"829",39,"Single",1,"Bachelor","Salaried",18,"Own",120513,21,0.724,23883,24,11.33,"Credit_Card",850,0.215,0,12,"Yes",12666,8024,"No","No","No"
"830",38,"Married",2,"PhD","Salaried",17,"Mortgage",123220,19,0.199,23091,18,9.86,"Medical",785,0.426,0,8,"No",55376,8371,"No","No","No"
"831",38,"Married",5,"HighSchool","Unemployed",1,"Mortgage",33596,8,0.7,14242,18,8.43,"Debt_Consolidation",763,0.141,0,2,"Yes",991,1212,"No","No","No"
"832",45,"Single",0,"PhD","Self_Employed",24,"Mortgage",151562,27,0.785,86642,36,12.46,"Business",850,0.375,0,7,"Yes",74255,15530,"No","No","No"
"833",38,"Single",0,"Bachelor","Salaried",17,"Mortgage",208893,20,0.154,56017,36,10.21,"Debt_Consolidation",768,0.619,0,8,"No",48404,4301,"No","No","No"
"834",46,"Single",0,"Bachelor","Self_Employed",27,"Own",89534,28,0.692,17949,18,11.09,"Credit_Card",714,0.357,0,7,"Yes",15927,6221,"No","No","No"
"835",21,"Single",0,"HighSchool","Unemployed",0,"Mortgage",30871,3,0.172,11079,60,13.51,"Home_Improvement",675,0.629,0,2,"No",551,2804,"No","No","No"
"836",27,"Single",1,"Bachelor","Salaried",9,"Rent",70463,9,0.24,18569,24,9.77,"Education",708,0.325,0,2,"No",14847,3878,"No","No","No"
"837",41,"Married",2,"Bachelor","Salaried",22,"Own",55143,23,0.498,23099,12,10.02,"Credit_Card",724,0.54,0,2,"No",3055,2575,"No","No","No"
"838",34,"Single",0,"Other","Salaried",15,"Own",68774,16,0.456,20038,12,9.64,"Debt_Consolidation",750,0.534,0,2,"No",4179,4983,"No","No","No"
"839",47,"Single",0,"HighSchool","Salaried",29,"Own",114658,29,0.653,20241,24,11.91,"Credit_Card",842,0.482,0,7,"Yes",28922,2061,"No","No","No"
"840",28,"Single",1,"Master","Self_Employed",7,"Mortgage",109930,9,0.449,36514,12,8.76,"Home_Improvement",799,0.077,0,3,"No",932,11602,"No","No","No"
"841",45,"Widowed",0,"Bachelor","Salaried",26,"Own",86641,27,0.796,24143,24,10.1,"Credit_Card",832,0.66,0,7,"Yes",2151,7136,"No","No","No"
"842",31,"Single",1,"Bachelor","Self_Employed",10,"Own",127556,13,0.517,43038,60,10.59,"Credit_Card",815,0.424,1,6,"Yes",5708,2307,"No","No","No"
"843",27,"Divorced",2,"Master","Salaried",3,"Mortgage",132161,5,0.593,32788,36,11,"Debt_Consolidation",725,0.751,0,2,"Yes",1858,2454,"No","No","No"
"844",35,"Single",1,"Bachelor","Salaried",14,"Rent",82449,17,0.149,24032,48,10.49,"Debt_Consolidation",779,0.439,0,8,"No",7160,8308,"No","No","No"
"845",38,"Divorced",0,"HighSchool","Self_Employed",15,"Mortgage",86612,19,0.656,15950,18,8.49,"Home_Improvement",787,0.728,0,4,"Yes",1847,22388,"No","Yes","No"
"846",26,"Divorced",2,"Bachelor","Salaried",7,"Other",65938,8,0.293,4635,24,9.68,"Credit_Card",787,0.679,0,1,"No",4331,4862,"No","No","No"
"847",30,"Single",0,"Bachelor","Salaried",10,"Rent",76034,12,0.327,34296,48,11.06,"Debt_Consolidation",702,0.922,0,4,"No",18931,3682,"No","No","No"
"848",26,"Single",1,"HighSchool","Unemployed",2,"Own",26942,7,0.851,18053,18,10.97,"Education",682,0.74,1,1,"No",450,13096,"No","Yes","Yes"
"849",48,"Married",3,"HighSchool","Salaried",26,"Mortgage",110073,30,0.777,43526,18,9.07,"Education",850,0.55,0,5,"Yes",11334,22230,"No","No","No"
"850",45,"Divorced",0,"HighSchool","Self_Employed",27,"Mortgage",77803,27,0.53,23970,36,12.39,"Credit_Card",809,0.709,0,1,"Yes",7126,1775,"No","No","No"
"851",28,"Single",2,"Bachelor","Unemployed",2,"Own",32813,7,0.227,6616,36,11.33,"Personal",665,0.66,3,2,"No",3989,376,"No","No","No"
"852",44,"Single",0,"HighSchool","Salaried",19,"Mortgage",63166,25,0.782,21322,36,9.75,"Medical",837,0.718,0,1,"Yes",31128,13142,"No","Yes","No"
"853",35,"Single",0,"HighSchool","Salaried",16,"Own",50925,17,0.183,16447,48,9.73,"Personal",816,0.38,0,5,"No",1650,8194,"No","No","No"
"854",27,"Married",2,"Bachelor","Self_Employed",9,"Rent",70891,9,0.602,38222,72,12.55,"Auto",758,0.721,0,4,"Yes",4137,9477,"No","No","No"
"855",42,"Widowed",3,"PhD","Salaried",24,"Other",153467,24,0.672,62053,36,10.15,"Debt_Consolidation",789,0.293,0,6,"Yes",554893,26656,"No","No","No"
"856",35,"Single",0,"HighSchool","Unemployed",1,"Mortgage",31544,9,0.619,11275,48,12.02,"Home_Improvement",760,0.684,0,1,"Yes",1035,2088,"No","Yes","No"
"857",47,"Married",0,"Bachelor","Salaried",24,"Own",129232,29,0.312,26520,48,10.81,"Credit_Card",751,0.561,1,10,"No",23340,3569,"No","No","No"
"858",36,"Married",1,"HighSchool","Salaried",18,"Mortgage",93511,18,0.93,31664,12,11.03,"Debt_Consolidation",850,0.266,1,8,"Yes",8528,6870,"No","Yes","No"
"859",50,"Married",2,"Bachelor","Self_Employed",32,"Mortgage",131563,32,0.343,35735,36,9.1,"Auto",793,0.407,0,11,"Yes",4889,3520,"No","No","No"
"860",33,"Single",0,"HighSchool","Unemployed",0,"Rent",20944,7,0.581,10135,12,10.67,"Debt_Consolidation",695,0.747,2,1,"No",214,2201,"No","No","No"
"861",40,"Divorced",3,"Bachelor","Salaried",18,"Own",85394,21,0.736,38013,48,10.86,"Medical",850,0.049,0,4,"Yes",22997,18913,"No","No","No"
"862",42,"Married",1,"Bachelor","Self_Employed",22,"Own",83336,24,0.475,46893,60,10.93,"Education",850,0.131,0,5,"Yes",15378,3119,"No","No","No"
"863",41,"Married",4,"Master","Self_Employed",17,"Mortgage",68534,20,0.43,11721,18,10.48,"Debt_Consolidation",836,0.244,0,4,"Yes",7559,5464,"No","No","No"
"864",40,"Single",2,"Other","Self_Employed",20,"Mortgage",71104,22,0.379,25828,36,9.26,"Home_Improvement",850,0.188,0,4,"No",17552,1866,"No","No","No"
"865",38,"Married",4,"Bachelor","Salaried",18,"Own",93652,20,0.525,11948,48,11.87,"Vacation",837,0.278,0,2,"Yes",12880,5388,"No","No","No"
"866",37,"Single",2,"Bachelor","Unemployed",0,"Own",37191,6,0.562,14466,12,10.59,"Credit_Card",757,0.166,3,3,"No",2161,3738,"No","No","No"
"867",52,"Single",0,"HighSchool","Salaried",33,"Own",74914,34,0.602,36169,36,10.94,"Debt_Consolidation",802,0.054,1,5,"Yes",8084,9257,"No","No","No"
"868",47,"Divorced",0,"Bachelor","Salaried",29,"Mortgage",156731,29,0.251,59133,60,10.61,"Personal",812,0.727,0,13,"No",13628,8905,"No","No","No"
"869",32,"Married",1,"HighSchool","Salaried",11,"Rent",84271,14,0.282,61859,60,11.48,"Home_Improvement",784,0.55,0,3,"No",11497,2755,"No","No","No"
"870",52,"Widowed",1,"HighSchool","Salaried",28,"Own",115840,31,0.69,31616,24,10.89,"Credit_Card",840,0.514,0,11,"Yes",19244,10664,"No","No","No"
"871",39,"Married",4,"Bachelor","Salaried",17,"Rent",94250,21,0.578,17581,24,11.36,"Credit_Card",791,0.448,0,9,"Yes",76716,3929,"No","Yes","No"
"872",32,"Married",1,"PhD","Salaried",12,"Own",184729,14,0.335,101416,48,14.62,"Business",778,0.429,0,6,"No",36887,4540,"No","No","No"
"873",40,"Single",0,"Bachelor","Unemployed",0,"Mortgage",21465,2,0.727,11619,36,11.09,"Debt_Consolidation",676,0.203,2,3,"Yes",228,1451,"No","Yes","No"
"874",36,"Single",0,"HighSchool","Salaried",14,"Mortgage",74102,17,0.27,45777,72,14.89,"Business",850,0.271,0,0,"No",3912,7602,"No","No","No"
"875",39,"Divorced",1,"Bachelor","Salaried",21,"Own",83304,21,0.402,43532,24,10.42,"Auto",801,0.423,0,7,"No",4000,1788,"No","No","No"
"876",28,"Single",0,"HighSchool","Self_Employed",3,"Rent",99579,5,0.593,51845,48,10.31,"Auto",776,0.411,0,4,"Yes",2673,3198,"No","Yes","No"
"877",30,"Married",1,"Master","Salaried",9,"Mortgage",110000,12,0.465,53875,24,10.14,"Debt_Consolidation",762,0.264,1,9,"No",25584,15752,"No","Yes","No"
"878",52,"Married",2,"HighSchool","Self_Employed",33,"Mortgage",80158,34,0.641,19730,60,12.07,"Debt_Consolidation",849,0.452,0,9,"Yes",4123,8713,"No","No","No"
"879",48,"Divorced",2,"HighSchool","Salaried",24,"Rent",80018,27,0.651,39211,36,10.67,"Debt_Consolidation",850,0.434,0,5,"Yes",906,4596,"No","Yes","No"
"880",29,"Separated",1,"HighSchool","Salaried",9,"Mortgage",111261,11,0.286,46986,36,7.68,"Education",796,0.094,0,6,"No",23079,3829,"No","No","No"
"881",29,"Single",1,"HighSchool","Unemployed",1,"Rent",34582,4,0.723,31923,24,12.19,"Auto",656,0.574,1,2,"No",31,2440,"No","Yes","No"
"882",55,"Married",1,"HighSchool","Salaried",32,"Own",84393,37,0.73,21681,18,9.35,"Debt_Consolidation",794,0.337,0,8,"Yes",5924,6603,"No","No","No"
"883",57,"Married",3,"Master","Salaried",35,"Mortgage",160899,39,0.746,95131,36,10.78,"Home_Improvement",850,0.171,0,11,"Yes",6490,11461,"No","No","No"
"884",30,"Married",1,"Other","Salaried",11,"Mortgage",49420,12,0.207,24653,48,11.62,"Home_Improvement",768,0.355,0,6,"No",1410,1348,"No","No","Yes"
"885",25,"Married",1,"HighSchool","Unemployed",1,"Rent",32842,7,0.41,17993,24,9.71,"Debt_Consolidation",732,0.297,1,2,"No",755,2891,"No","No","No"
"886",64,"Single",0,"Bachelor","Salaried",41,"Own",229803,46,0.67,95613,24,9.47,"Credit_Card",795,0.467,0,13,"Yes",1593,20827,"No","No","No"
"887",40,"Single",1,"Bachelor","Self_Employed",15,"Own",92525,21,0.743,48285,36,10.8,"Business",803,0.382,0,7,"Yes",4708,4623,"No","No","Yes"
"888",40,"Single",1,"Bachelor","Salaried",17,"Mortgage",77398,22,0.693,31436,36,10.86,"Home_Improvement",748,0.411,0,8,"Yes",1319,9533,"No","No","No"
"889",39,"Single",0,"HighSchool","Salaried",17,"Rent",50026,19,0.738,23153,24,9.53,"Medical",800,0.29,0,4,"Yes",2970,5749,"No","Yes","No"
"890",52,"Single",1,"HighSchool","Salaried",33,"Own",84890,34,0.454,102872,84,17.99,"Business",828,0.467,0,5,"No",43290,6416,"No","No","Yes"
"891",36,"Divorced",1,"Bachelor","Self_Employed",16,"Own",135051,18,0.635,117695,24,13.3,"Business",830,0.518,0,9,"No",2666,10614,"No","No","No"
"892",53,"Married",0,"Master","Self_Employed",34,"Mortgage",130960,35,0.764,145859,60,12.95,"Education",772,0.251,1,10,"Yes",4813,4368,"No","No","No"
"893",36,"Single",0,"Bachelor","Self_Employed",17,"Own",77951,18,0.445,28007,36,12.15,"Business",837,0.363,0,9,"No",4761,2082,"No","No","No"
"894",43,"Single",1,"Bachelor","Self_Employed",21,"Mortgage",117891,24,0.635,67755,60,10.22,"Auto",805,0.553,0,8,"Yes",51429,12316,"No","No","No"
"895",28,"Single",1,"Bachelor","Salaried",4,"Rent",50006,7,0.447,33470,60,11.38,"Auto",770,0.077,2,3,"No",3689,2900,"No","No","No"
"896",40,"Married",2,"HighSchool","Salaried",21,"Mortgage",65289,22,0.822,14146,18,9.46,"Personal",778,0.81,0,3,"Yes",1961,11729,"No","No","No"
"897",50,"Divorced",1,"Bachelor","Salaried",30,"Own",159827,32,0.9,38732,48,12.15,"Medical",790,0.791,0,10,"Yes",37616,12019,"No","No","No"
"898",36,"Married",1,"Bachelor","Salaried",13,"Mortgage",70133,16,0.726,9527,24,11.65,"Medical",828,0.535,0,4,"Yes",6633,1690,"No","No","No"
"899",51,"Divorced",2,"PhD","Salaried",31,"Own",158749,33,0.357,63642,48,12.68,"Business",829,0.273,0,3,"Yes",23766,31917,"No","No","No"
"900",65,"Single",0,"HighSchool","Retired",0,"Own",69776,6,0.65,18790,48,10.73,"Personal",739,0.332,0,5,"Yes",3830,20864,"No","No","Yes"
"901",47,"Single",0,"HighSchool","Unemployed",0,"Own",34586,3,0.357,6793,36,10,"Home_Improvement",709,0.682,4,2,"No",849,3151,"No","Yes","Yes"
"902",36,"Divorced",2,"HighSchool","Student",0,"Mortgage",30037,4,0.305,10074,36,9.54,"Home_Improvement",790,0.259,0,2,"No",319,2900,"No","Yes","No"
"903",39,"Single",0,"PhD","Self_Employed",21,"Own",200967,21,0.652,150000,60,10.83,"Auto",795,0.267,0,14,"Yes",3336,5300,"No","Yes","No"
"904",34,"Married",3,"Master","Salaried",13,"Own",139442,16,0.667,41201,36,9.02,"Auto",811,0.198,0,6,"Yes",1898,21117,"No","Yes","No"
"905",60,"Single",0,"HighSchool","Unemployed",1,"Mortgage",31197,5,0.867,30355,24,14.2,"Business",711,0.414,1,1,"Yes",2512,774,"No","No","Yes"
"906",21,"Single",0,"HighSchool","Self_Employed",0,"Mortgage",40032,3,0.95,35984,18,13.77,"Business",742,0.317,1,0,"No",2540,883,"No","No","No"
"907",39,"Divorced",1,"Bachelor","Salaried",21,"Mortgage",85839,21,0.579,38619,48,11.78,"Debt_Consolidation",843,0.33,0,9,"Yes",10906,1954,"No","No","No"
"908",39,"Single",1,"HighSchool","Self_Employed",18,"Rent",73219,21,0.735,20852,18,11.17,"Credit_Card",777,0.413,0,5,"Yes",3038,5971,"No","No","No"
"909",40,"Divorced",1,"Master","Salaried",18,"Own",96848,20,0.298,21348,60,10.36,"Personal",850,0.331,2,8,"No",97611,13289,"No","No","No"
"910",22,"Single",1,"Master","Salaried",2,"Rent",90552,4,0.255,31700,24,8.97,"Education",779,0.725,0,4,"No",4828,4426,"No","No","No"
"911",40,"Single",2,"Bachelor","Salaried",21,"Mortgage",122166,22,0.568,34234,48,11.44,"Personal",789,0.227,0,8,"Yes",10876,11603,"No","No","No"
"912",40,"Divorced",3,"HighSchool","Self_Employed",20,"Mortgage",82483,22,0.871,33149,12,12.25,"Business",839,0.334,0,4,"Yes",16707,4571,"No","No","No"
"913",51,"Single",0,"HighSchool","Salaried",31,"Mortgage",192964,33,0.479,23615,36,11.76,"Credit_Card",850,0.335,0,12,"Yes",9536,5837,"No","No","No"
"914",43,"Married",2,"HighSchool","Salaried",24,"Mortgage",49449,25,0.95,30278,18,12.3,"Home_Improvement",850,0.275,0,3,"Yes",3474,12907,"No","No","No"
"915",49,"Separated",0,"Bachelor","Salaried",28,"Own",129471,31,0.506,52135,36,10,"Auto",796,0.413,1,8,"Yes",5616,6596,"No","No","No"
"916",28,"Married",3,"HighSchool","Self_Employed",5,"Own",77118,8,0.421,17203,36,10.18,"Credit_Card",766,0.207,0,6,"Yes",1124,4634,"No","Yes","No"
"917",37,"Divorced",2,"Bachelor","Salaried",15,"Own",103396,19,0.479,81167,36,12.1,"Business",771,0.573,0,4,"No",26956,3182,"No","No","No"
"918",40,"Single",0,"Bachelor","Unemployed",0,"Other",53084,7,0.238,13820,18,10.37,"Debt_Consolidation",758,0.365,2,3,"No",991,4684,"No","Yes","No"
"919",41,"Married",2,"Bachelor","Salaried",22,"Own",152031,23,0.547,27831,24,8.45,"Debt_Consolidation",807,0.383,0,4,"Yes",9263,1211,"No","No","No"
"920",31,"Married",1,"Other","Self_Employed",12,"Own",65592,13,0.235,16797,18,10.03,"Home_Improvement",827,0.367,0,3,"No",24987,2925,"No","No","No"
"921",53,"Divorced",1,"Bachelor","Salaried",33,"Mortgage",162837,35,0.128,28733,48,9.69,"Debt_Consolidation",777,0.748,0,7,"No",7457,47998,"No","Yes","No"
"922",32,"Separated",4,"Bachelor","Self_Employed",14,"Mortgage",104750,14,0.46,49404,48,9.95,"Home_Improvement",720,0.426,0,4,"Yes",2318,21465,"No","No","Yes"
"923",22,"Single",0,"Bachelor","Self_Employed",0,"Rent",53789,4,0.421,26241,60,13.48,"Education",698,0.675,1,4,"No",6622,1280,"No","No","No"
"924",42,"Married",2,"Bachelor","Salaried",21,"Own",71779,24,0.662,20538,48,8.95,"Home_Improvement",774,0.572,0,6,"Yes",9235,3338,"No","No","No"
"925",45,"Married",4,"Bachelor","Salaried",24,"Own",148194,27,0.49,30120,18,10.32,"Home_Improvement",797,0.558,0,7,"Yes",43608,2724,"No","No","No"
"926",47,"Single",0,"Bachelor","Salaried",25,"Mortgage",179117,29,0.814,119836,18,12.97,"Business",850,0.045,0,9,"Yes",4754,15821,"No","No","No"
"927",29,"Divorced",3,"Bachelor","Retired",0,"Own",45424,4,0.459,8422,18,12.74,"Credit_Card",644,0.801,0,3,"No",2258,3058,"No","No","No"
"928",36,"Single",0,"Bachelor","Salaried",18,"Own",92005,18,0.778,43473,36,8.69,"Education",850,0.313,0,13,"Yes",24859,4240,"No","No","No"
"929",25,"Single",0,"Bachelor","Student",1,"Mortgage",36533,4,0.352,28449,36,10.05,"Auto",724,0.647,0,5,"No",527,1703,"No","No","No"
"930",46,"Married",0,"Bachelor","Salaried",18,"Mortgage",105618,20,0.849,48689,24,10,"Debt_Consolidation",788,0.887,0,2,"Yes",11462,21999,"No","No","No"
"931",41,"Single",1,"Master","Unemployed",2,"Rent",61054,7,0.36,40803,48,12.3,"Medical",769,0.301,1,2,"No",3113,1868,"No","Yes","No"
"932",47,"Divorced",0,"Master","Salaried",24,"Mortgage",117874,29,0.613,33578,48,9.18,"Auto",745,0.632,0,12,"Yes",4438,13923,"No","No","No"
